pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2024-04-16,93.1,-0.63,6.33,"Brown, Hunter",660670,686613,single,hit_into_play,,,,,4,Ronald Acuña Jr. singles on a line drive to right fielder Kyle Tucker.,R,R,R,HOU,ATL,X,9,line_drive,0,1,2024,-0.37,1.46,-0.7965359165584298,2.4152589611272504,,,,0,1,Top,166.44,109.77,,,,,0.3980581337975928,-135.55608760728182,-7.5702951775413325,-4.69308777315786,27.71954322721681,-12.790145808559329,3.5,1.57,199,73.0,20,94.0,2185,6.6,746400,673237,572138,514888,608324,665161,676801,676694,663656,53.88,0.947,0.87,0.9,1,1,0,4,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,192,-0.039,0.485,,,1.022,-0.485,88.0,0,0,0.503,0.497,25,26,26,27,1,0,5,1,5,1,1.16,0.37,0.37,75.2,,,,,
FF,2024-04-16,96.7,-0.66,6.42,"Brown, Hunter",660670,686613,,foul,,,,,4,Foul,R,R,R,HOU,ATL,S,,,0,0,2024,-0.03,1.64,-0.5818847413543161,2.283541037442932,,,,0,1,Top,,,,,,,0.2720501962400729,-140.59878987481798,-9.212321187835006,-0.4674843589542328,32.62060586424886,-8.58226801475437,3.5,1.57,179,64.8,48,97.1,2377,6.6,746400,673237,572138,514888,608324,665161,676801,676694,663656,53.91,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,192,0.003,-0.037,77.8,7.2,,0.037,88.0,0,0,0.5,0.5,25,26,26,27,1,0,5,1,5,1,0.81,0.03,0.03,66.4,0.4448488004332803,12.402277682531771,37.86485227197431,30.616015104024747,27.38226792248765
SL,2024-04-15,87.5,3.05,5.63,"Hader, Josh",660670,623352,single,hit_into_play,,,,,9,Ronald Acuña Jr. singles on a ground ball to center fielder Mauricio Dubón. Orlando Arcia to 2nd.,R,R,L,HOU,ATL,X,8,ground_ball,1,2,2024,-0.02,0.37,0.7944245577180794,1.7089839502519952,,,606115,0,9,Top,122.61,95.82,,,,,-5.478328025634058,-127.27526032591696,-4.072689912083089,1.0370222730715517,28.94955942653535,-27.448430784471956,3.53,1.59,60,98.2,3,88.2,2344,7.0,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.48,0.5,0.456,0.9,1,1,0,4,70,4,Slider,1,3,3,1,3,1,3,1,Standard,Standard,147,-0.019,0.506,71.3,8.3,0.548,-0.506,98.2,-2,2,0.068,0.932,30,26,30,27,1,4,1,1,2,1,2.63,-0.02,0.02,32.8,16.84914693213405,11.634671786472218,36.03593886838179,45.858448531556895,24.681880921307872
SI,2024-04-15,95.4,2.88,5.84,"Hader, Josh",660670,623352,,ball,,,,,13,Ball,R,R,L,HOU,ATL,B,,,0,2,2024,0.56,1.64,-2.0615049034670045,2.126617584818451,,,606115,0,9,Top,,,,,,,-14.397830316235432,-137.96460531576514,-7.819280834466275,10.476158506686804,31.92307990724648,-9.546787350203768,3.39495788549792,1.43482104752906,,,,96.0,2122,7.1,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.41,,,,,,,,70,3,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,149,-0.001,0.033,,,,-0.033,,-2,2,0.069,0.931,30,26,30,27,1,4,1,1,2,1,0.91,0.56,-0.56,38.4,,,,,
SL,2024-04-15,87.0,2.98,5.61,"Hader, Josh",660670,623352,,swinging_strike_blocked,,,,,13,Swinging Strike (Blocked),R,R,L,HOU,ATL,S,,,0,1,2024,0.2,0.26,-0.6602989777565633,0.351683969239827,,,606115,0,9,Top,,,,,,,-9.24154495796464,-126.29517935650767,-7.044265570805926,3.993344982031541,24.96229966032736,-28.13372256364374,3.53,1.59,,,,88.0,2366,7.0,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.51,,,,,,,,70,2,Slider,1,3,3,1,3,1,3,1,Standard,Standard,123,0.002,-0.048,67.8,8.6,,0.048,,-2,2,0.067,0.933,30,26,30,27,1,4,1,1,2,1,2.76,0.2,-0.2,32.8,19.306179579672133,-3.7462757278216854,46.37389145936396,33.85349626023336,37.192203750372656
SI,2024-04-15,95.1,2.81,5.86,"Hader, Josh",660670,623352,,foul,,,,,14,Foul,R,R,L,HOU,ATL,S,,,0,0,2024,0.6,1.66,0.1992854873283377,1.26439603810501,,,606115,0,9,Top,,,,,,,-8.287165222631149,-137.87298709316428,-10.152384178849342,9.53743668656056,32.90677893920821,-8.837600390848833,3.53,1.59,1,53.1,-41,95.8,2229,7.1,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.44,,,,,,,,70,1,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,148,0.002,-0.042,67.4,8.7,,0.042,88.0,-2,2,0.065,0.935,30,26,30,27,1,4,1,1,2,1,0.89,0.6,-0.6,36.3,22.15193638421052,1.9583842913982108,40.451070237426805,45.21388218142714,36.2790702548322
CH,2024-04-15,92.0,-1.23,4.79,"Montero, Rafael",660670,606160,double,hit_into_play,,,,,13,Ronald Acuña Jr. hits a ground-rule double (4) on a line drive down the right-field line.,R,R,R,HOU,ATL,X,,line_drive,2,2,2024,-1.46,0.5,-0.1934959602783494,1.2056725159810042,,,,1,7,Top,219.28,116.94,,,,,5.914511483048292,-133.7735923838148,-4.361035368109653,-18.814884553958304,30.995647022272006,-25.346768006296777,3.53,1.59,267,91.2,21,93.3,2120,7.3,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.21,0.263,0.289,1.25,1,1,1,3,53,7,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,238,-0.051,0.688,76.5,7.8,0.415,-0.688,91.2,-1,1,0.335,0.665,33,26,34,27,1,3,2,1,2,1,2.21,1.46,1.46,34.2,-6.488431408138065,10.73807537878666,42.31368809896869,35.580559324114674,24.5936426319416
FF,2024-04-15,96.6,-1.31,5.09,"Montero, Rafael",660670,606160,,ball,,,,,11,Ball,R,R,R,HOU,ATL,B,,,1,2,2024,-0.77,1.32,-1.2614651489429338,3.9729529536758865,,,,1,7,Top,,,,,,,1.8667690834766908,-140.60861105804725,-0.3675402665631942,-10.654679425123414,35.13824297814081,-14.897526537794633,3.42541689197026,1.56644640052455,,,,95.2,2449,5.7,746406,673237,547989,514888,608324,665161,676801,643289,663656,54.8,,,,,,,,53,6,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,227,-0.003,0.043,,,,-0.043,,-1,1,0.338,0.6619999999999999,33,26,34,27,1,3,2,1,2,1,1.14,0.77,0.77,30.1,,,,,
FF,2024-04-15,96.3,-1.03,5.14,"Montero, Rafael",660670,606160,,foul,,,,,3,Foul,R,R,R,HOU,ATL,S,,,1,2,2024,-1.01,1.19,0.6180082220648774,3.0628954166423212,,,,1,7,Top,,,,,,,6.599553385558417,-139.98660535275124,-2.561940547692166,-14.86716410888194,34.225182730596266,-16.194445901589805,3.53,1.59,161,83.1,66,95.1,2359,5.8,746406,673237,547989,514888,608324,665161,676801,643289,663656,54.67,,,,,,,,53,5,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,217,0.0,0.0,73.5,7.5,,0.0,88.0,-1,1,0.338,0.6619999999999999,33,26,34,27,1,3,2,1,2,1,1.29,1.01,1.01,32.8,11.991135122658555,11.302052663049311,23.272242718644073,45.57507226815571,28.665313448655084
FF,2024-04-15,96.6,-1.34,5.1,"Montero, Rafael",660670,606160,,foul,,,,,11,Foul,R,R,R,HOU,ATL,S,,,1,2,2024,-1.07,1.37,-0.900706076884718,3.5939223626976826,,,,1,7,Top,,,,,,,3.569133754783748,-140.58225507834936,-1.5185628990874789,-14.919188547289968,34.54814442393732,-13.975506676724018,3.53,1.59,125,64.2,69,95.4,2457,5.8,746406,673237,547989,514888,608324,665161,676801,643289,663656,54.73,,,,,,,,53,4,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,227,0.0,0.0,71.6,7.0,,0.0,88.0,-1,1,0.338,0.6619999999999999,33,26,34,27,1,3,2,1,2,1,1.09,1.07,1.07,30.6,10.995602270062257,1.82946707921026,26.364007408003527,28.559611922492685,29.431261056886303
CH,2024-04-15,92.3,-1.28,4.86,"Montero, Rafael",660670,606160,,foul,,,,,13,Foul,R,R,R,HOU,ATL,S,,,1,1,2024,-1.58,0.21,-0.7463054183155164,1.459445147576862,,,,1,7,Top,,,,,,,4.751666240754585,-134.18006771939108,-3.197909628850719,-20.080139200233408,32.62123404700045,-29.058694803491655,3.53,1.59,2,45.4,-43,91.0,2193,5.8,746406,673237,547989,514888,608324,665161,676801,643289,663656,54.66,,,,,,,,53,3,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,237,0.005,-0.061,80.7,7.7,,0.061,88.0,-1,1,0.333,0.667,33,26,34,27,1,3,2,1,2,1,2.49,1.58,1.58,27.1,7.885610112323037,2.503697960726967,42.62729509369576,30.637853546235345,32.28202407166569
FF,2024-04-15,95.7,-1.39,5.07,"Montero, Rafael",660670,606160,,swinging_strike,,,,,1,Swinging Strike,R,R,R,HOU,ATL,S,,,1,0,2024,-0.87,1.45,-0.3949709136678826,3.4990237346302457,,,,1,7,Top,,,,,,,4.5703972941017375,-139.24033887880796,-1.719304549968261,-12.405496173824009,35.50473061768365,-13.289998496747115,3.53,1.59,,,,94.7,2501,6.0,746406,673237,547989,514888,608324,665161,676801,643289,663656,54.5,,,,,,,,53,2,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,225,0.004,-0.051,76.1,7.0,,0.051,,-1,1,0.329,0.671,33,26,34,27,1,3,2,1,2,1,1.07,0.87,0.87,32.6,12.41111653866943,9.844270885419798,26.80952713497754,34.98990650217746,25.422551506751596
FF,2024-04-15,96.0,-1.39,5.16,"Montero, Rafael",660670,606160,,ball,,,,,11,Ball,R,R,R,HOU,ATL,B,,,0,0,2024,-0.96,1.37,-0.964599643948032,3.648441419599586,,,,1,7,Top,,,,,,,3.281749779744232,-139.75871362149906,-1.4233213597608034,-13.332076672616312,35.97993876243112,-14.303669135627304,3.39964028544907,1.50453411732446,,,,94.9,2461,6.0,746406,673237,547989,514888,608324,665161,676801,643289,663656,54.53,,,,,,,,53,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,228,-0.003,0.039,,,,-0.039,,-1,1,0.332,0.6679999999999999,33,26,34,27,1,3,2,1,2,1,1.13,0.96,0.96,31.8,,,,,
FC,2024-04-15,88.1,-1.1,5.11,"Arrighetti, Spencer",660670,681293,strikeout,swinging_strike,,,,,14,Ronald Acuña Jr. strikes out swinging.,R,R,R,HOU,ATL,S,2,,3,2,2024,0.32,0.9,1.106702985412258,2.0056319251255896,,,,2,4,Top,,,,,,,4.796631288832295,-128.26588796408964,-3.3609616013761054,2.4770214242590067,27.638836560289175,-21.767955135125472,3.53,1.59,,,,89.7,2517,7.4,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.14,,0.0,0.0,1,0,0,,32,6,Cutter,1,2,2,1,2,1,2,1,Infield shade,Standard,198,0.013,-0.325,78.6,8.9,,0.325,,-1,1,0.415,0.585,24,26,24,27,3,2,5,1,9,1,2.04,-0.32,-0.32,24.1,20.24834977457597,-18.266039847847907,28.554732537064336,50.19692703289352,43.09512898891603
FF,2024-04-15,94.3,-0.94,5.42,"Arrighetti, Spencer",660670,681293,,ball,,,,,12,Ball,R,R,R,HOU,ATL,B,,,2,2,2024,-0.81,1.29,0.0001015119366281,4.210504141140621,,,,2,4,Top,,,,,,,4.350738323929362,-137.18728521492145,-0.2591867288261985,-11.189450519362843,32.907665311727534,-16.20653868938823,3.39097024590578,1.49251563964832,,,,96.4,2272,7.7,746406,673237,547989,514888,608324,665161,676801,643289,663656,52.83,,,,,,,,32,5,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shade,Standard,214,-0.004,0.106,,,,-0.106,,-1,1,0.419,0.581,24,26,24,27,3,2,5,1,9,1,1.3,0.81,0.81,32.0,,,,,
FF,2024-04-15,93.7,-1.0,5.38,"Arrighetti, Spencer",660670,681293,,ball,,,,,11,Ball,R,R,R,HOU,ATL,B,,,1,2,2024,-0.86,1.42,-1.797682269185675,4.99806352350929,,,,2,4,Top,,,,,,,-0.1757929302272302,-136.46183597571135,1.6671703387172232,-10.589833866552503,32.16874698694449,-15.153793949099729,3.43218449045045,1.6045576390605,,,,94.7,2193,7.0,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.51,,,,,,,,32,4,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,218,-0.001,0.039,,,,-0.039,,-1,1,0.42,0.5800000000000001,24,26,24,27,3,2,5,1,9,1,1.19,0.86,0.86,29.8,,,,,
FC,2024-04-15,89.1,-1.22,5.06,"Arrighetti, Spencer",660670,681293,,foul,,,,,7,Foul,R,R,R,HOU,ATL,S,,,1,1,2024,-0.3,0.74,-0.697276506962687,1.937400609415331,,,,2,4,Top,,,,,,,1.9606234414133377,-129.78414225175123,-3.220780477817334,-3.7924564936464193,28.913708980768924,-23.355569171744605,3.53,1.59,5,107.5,-23,90.7,2449,7.3,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.16,,,,,,,,32,3,Cutter,1,2,2,1,2,1,2,1,Standard,Standard,205,0.002,-0.064,81.2,7.6,,0.064,107.5,-1,1,0.418,0.5820000000000001,24,26,24,27,3,2,5,1,9,1,2.14,0.3,0.3,20.0,11.156576982985383,-5.015742382965621,37.6616750748807,30.091356261421794,36.66149785267689
FF,2024-04-15,93.9,-0.9,5.44,"Arrighetti, Spencer",660670,681293,,ball,,,,,11,Ball,R,R,R,HOU,ATL,B,,,0,1,2024,-0.98,1.19,-0.0640969156409722,4.235760186595655,,,,2,4,Top,,,,,,,4.390416761197053,-136.50086381398518,0.0779570988180581,-13.210500225854892,35.24171968102675,-17.751359926006884,3.39721550882896,1.49856962838283,,,,94.1,2385,6.8,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.66,,,,,,,,32,2,4-Seam Fastball,1,2,2,1,2,1,2,1,Standard,Standard,221,-0.001,0.029,,,,-0.029,,-1,1,0.419,0.581,24,26,24,27,3,2,5,1,9,1,1.44,0.98,0.98,31.2,,,,,
ST,2024-04-15,79.4,-1.48,4.99,"Arrighetti, Spencer",660670,681293,,foul,,,,,5,Foul,R,R,R,HOU,ATL,S,,,0,0,2024,1.49,0.45,-0.2513653103051914,2.4776125083445373,,,,2,4,Top,,,,,,,-0.11955060177194,-115.48041570256744,0.5832261494564699,13.1647479266934,25.010551307149317,-28.60401406475514,3.53,1.59,170,68.3,57,81.1,2712,7.8,746406,673237,547989,514888,608324,665161,676801,643289,663656,52.66,,,,,,,,32,1,Sweeper,1,2,2,1,2,1,2,1,Standard,Standard,74,0.002,-0.041,79.0,8.2,,0.041,88.0,-1,1,0.417,0.583,24,26,24,27,3,2,5,1,9,1,3.22,-1.49,-1.49,22.5,13.226706442433771,-21.017407245537477,30.241418186802193,36.23768322457913,44.82972305167556
FF,2024-04-15,95.0,-0.93,5.35,"Arrighetti, Spencer",660670,681293,walk,ball,,,,,12,Ronald Acuña Jr. walks. Luis Guillorme to 2nd.,R,R,R,HOU,ATL,B,,,3,2,2024,-0.71,1.3,0.6012581772615572,3.8251327571700022,672284,,641645,2,2,Top,,,,,,,5.746942467894357,-138.17922003137426,-1.22985968834084,-10.41846320432179,32.951310221874024,-15.53752027956251,3.35537469393135,1.5096060126918,,,,97.1,2244,7.7,746406,673237,547989,514888,608324,665161,676801,643289,663656,52.82,,0.689131,0.7,1,0,0,,16,11,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,220,-0.022,0.178,,,,-0.178,,0,0,0.496,0.504,24,26,24,27,2,1,5,1,9,1,1.24,0.71,0.71,27.5,,,,,
FC,2024-04-15,87.9,-1.17,5.12,"Arrighetti, Spencer",660670,681293,,foul,,,,,6,Foul,R,R,R,HOU,ATL,S,,,3,2,2024,0.47,0.45,0.7354023451457714,2.8961699369161504,672284,,641645,2,2,Top,,,,,,,3.6994936783618,-127.91581517578209,-0.1456691437745337,4.274816708996738,28.030028679720523,-27.494187543778047,3.53,1.59,177,81.8,62,88.9,2476,7.0,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.47,,,,,,,,16,10,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,174,0.0,0.0,73.9,7.4,,0.0,88.0,0,0,0.496,0.504,24,26,24,27,2,1,5,1,9,1,2.52,-0.47,-0.47,20.2,7.584266065894095,13.319901928319602,24.815674758482476,45.98315552381078,27.378970066732904
FF,2024-04-15,94.9,-0.97,5.37,"Arrighetti, Spencer",660670,681293,,ball,,,,,12,Ball,R,R,R,HOU,ATL,B,,,2,2,2024,-0.98,1.26,1.2246991368421585,2.931667203080326,672284,,641645,2,2,Top,,,,,,,8.076416633745996,-137.83147632967516,-3.493144370523706,-14.399859630414731,34.61178387914649,-15.65841775432066,3.32224892824323,1.51145762473377,,,,95.9,2285,7.3,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.23,,,,,,,,16,9,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,221,-0.012,0.08,,,,-0.08,,0,0,0.508,0.492,24,26,24,27,2,1,5,1,9,1,1.31,0.98,0.98,27.4,,,,,
FF,2024-04-15,95.4,-0.95,5.41,"Arrighetti, Spencer",660670,681293,,ball,,,,,11,Ball,R,R,R,HOU,ATL,B,,,1,2,2024,-1.13,1.51,-0.7813949916783776,4.082077193777086,672284,,641645,2,2,Top,,,,,,,3.0149936709545693,-138.76159181477658,-1.173666881588415,-15.176289300882198,36.09919647740573,-12.865511390228624,3.35993641557138,1.54929426932421,,,,95.9,2457,7.0,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.54,,,,,,,,16,8,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,215,-0.007,0.045,,,,-0.045,,0,0,0.515,0.485,24,26,24,27,2,1,5,1,9,1,1.03,1.13,1.13,32.1,,,,,
ST,2024-04-15,80.7,-1.36,4.87,"Arrighetti, Spencer",660670,681293,,foul,,,,,6,Foul,R,R,R,HOU,ATL,S,,,1,2,2024,0.99,0.6,0.3360111786384193,2.7170445389987656,672284,,641645,2,2,Top,,,,,,,1.901646454986896,-117.55268285560102,0.777155137579713,8.778133057868205,24.10781247378171,-27.034215524268507,3.53,1.59,183,72.5,59,81.5,2602,6.9,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.56,,,,,,,,16,7,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,81,0.0,0.0,77.6,8.1,,0.0,88.0,0,0,0.515,0.485,24,26,24,27,2,1,5,1,9,1,2.92,-0.99,-0.99,20.9,14.01523645781038,-16.022990951779796,31.198702582267163,39.528546225937674,38.305315889244056
FC,2024-04-15,90.0,-1.34,5.12,"Arrighetti, Spencer",660670,681293,,foul,,,,,5,Foul,R,R,R,HOU,ATL,S,,,1,2,2024,0.21,0.7,-0.177918265497403,2.3584020961626124,672284,,641645,2,2,Top,,,,,,,2.475783332547573,-131.04626220010064,-2.3688819840802164,1.8674418937219257,29.231115480841336,-23.823172672792435,3.53,1.59,93,75.9,6,91.0,2571,7.0,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.51,,,,,,,,16,6,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,191,0.0,0.0,80.7,7.2,,0.0,88.0,0,0,0.515,0.485,24,26,24,27,2,1,5,1,9,1,2.12,-0.21,-0.21,24.3,2.276724475907958,9.974083246765368,38.75015413080744,33.491740795331616,26.265008542166363
FF,2024-04-15,94.6,-0.97,5.43,"Arrighetti, Spencer",660670,681293,,ball,,,,,11,Ball,R,R,R,HOU,ATL,B,,,0,2,2024,-0.8,1.38,-0.2897670729711838,3.709254577132005,672284,,641645,2,2,Top,,,,,,,3.6014490394990473,-137.6473205432884,-1.8789502153792412,-10.949333366678696,32.231971902369345,-14.515245992171913,3.37906335193696,1.49342117679615,,,,95.7,2333,7.1,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.43,,,,,,,,16,5,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,216,-0.005,0.035,,,,-0.035,,0,0,0.52,0.48,24,26,24,27,2,1,5,1,9,1,1.18,0.8,0.8,30.6,,,,,
CH,2024-04-15,85.2,-1.07,5.14,"Arrighetti, Spencer",660670,681293,,foul,,,,,5,Foul,R,R,R,HOU,ATL,S,,,0,2,2024,-1.31,0.56,0.0394806138439161,2.7039837769374757,672284,,641645,2,2,Top,,,,,,,5.362996733650981,-123.981580677153,-0.4872446948837212,-14.556102221111455,26.606844962447855,-26.51842498179681,3.53,1.59,352,98.6,26,86.7,1580,7.4,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.11,,,,,,,,16,4,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,241,0.0,0.0,80.7,8.2,,0.0,98.6,0,0,0.52,0.48,24,26,24,27,2,1,5,1,9,1,2.59,1.31,1.31,25.3,21.51159191983717,-18.932721044787833,26.29588500867624,37.62163340055829,45.869068404348496
FF,2024-04-15,94.5,-0.85,5.38,"Arrighetti, Spencer",660670,681293,,foul,,,,,3,Foul,R,R,R,HOU,ATL,S,,,0,2,2024,-0.8,1.3,0.4744853168820108,3.574938867246511,672284,,641645,2,2,Top,,,,,,,5.31920606539696,-137.48908993470906,-1.8689750693371792,-11.425414804197487,33.867596070323685,-15.599942646043509,3.53,1.59,,,,95.5,2393,7.1,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.4,,,,,,,,16,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,221,0.0,0.0,77.8,7.3,,0.0,,0,0,0.52,0.48,24,26,24,27,2,1,5,1,9,1,1.28,0.8,0.8,30.7,13.86281794887834,0.506057206369757,20.828268689113457,42.24588526731179,29.897617919419613
FC,2024-04-15,87.9,-1.25,5.16,"Arrighetti, Spencer",660670,681293,,swinging_strike,,,,,2,Swinging Strike,R,R,R,HOU,ATL,S,,,0,1,2024,0.46,0.78,-0.0752122769779869,3.395569392372531,672284,,641645,2,2,Top,,,,,,,1.942283513796519,-127.9902204535998,0.2460260796247402,4.603721716853482,26.81552398381247,-23.88653302946243,3.53,1.59,,,,89.9,2551,7.5,746406,673237,547989,514888,608324,665161,676801,643289,663656,52.96,,,,,,,,16,2,Cutter,1,1,1,1,1,1,1,1,Standard,Standard,174,0.012,-0.082,78.0,7.1,,0.082,,0,0,0.508,0.492,24,26,24,27,2,1,5,1,9,1,2.17,-0.46,-0.46,25.0,11.30716023681338,6.844158660220803,28.680178908383297,36.24374108445085,27.359751207554723
FF,2024-04-15,94.2,-0.96,5.4,"Arrighetti, Spencer",660670,681293,,foul,,,,,2,Foul,R,R,R,HOU,ATL,S,,,0,0,2024,-1.06,1.31,-0.2011680733351996,3.188658990640599,672284,,641645,2,2,Top,,,,,,,4.40670532770564,-137.15950365603052,-2.951821432783262,-14.30672616907484,31.921345800321237,-15.28026716282088,3.53,1.59,,,,95.5,2292,7.2,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.35,,,,,,,,16,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,225,0.008,-0.046,76.3,7.7,,0.046,,0,0,0.5,0.5,24,26,24,27,2,1,5,1,9,1,1.27,1.06,1.06,26.7,12.746005225878577,-13.897563336744696,25.43943071159981,36.39145336089045,41.13393286121746
FF,2024-04-15,95.3,-0.99,5.07,"Arrighetti, Spencer",660670,681293,strikeout,swinging_strike,,,,,2,Ronald Acuña Jr. strikes out swinging.,R,R,R,HOU,ATL,S,2,,3,2,2024,-1.28,1.32,-0.0122853247638077,2.968412792765992,,,,0,1,Top,,,,,,,5.566843048397036,-138.54192536428656,-2.8044532094584302,-17.761314323313304,35.90166980823818,-14.91795904061486,3.53,1.59,,,,96.2,2402,7.2,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.26,,0.0,0.0,1,0,0,,1,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,228,0.027,-0.333,78.5,7.2,,0.333,,0,0,0.495,0.505,24,26,24,27,1,0,5,1,9,1,1.23,1.28,1.28,23.3,9.81354093413549,5.280276071332132,30.376197297567384,37.14134780734227,27.210365476826414
FF,2024-04-15,95.2,-0.85,5.26,"Arrighetti, Spencer",660670,681293,,foul,,,,,4,Foul,R,R,R,HOU,ATL,S,,,3,2,2024,-1.02,1.5,-0.501485616672834,2.6322537221305504,,,,0,1,Top,,,,,,,3.2617152535091076,-138.53588166679376,-4.627359656682639,-13.857711770567194,34.605221325774735,-12.048353956568118,3.53,1.59,4,36.2,-36,96.0,2334,7.0,746406,673237,547989,514888,608324,665161,676801,643289,663656,53.48,,,,,,,,1,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,224,0.0,0.0,77.8,6.9,,0.0,88.0,0,0,0.495,0.505,24,26,24,27,1,0,5,1,9,1,1.04,1.02,1.02,23.9,4.532176876036748,15.993230128149971,36.36656340973822,31.25450580979654,24.620655912834764
ST,2024-04-15,81.6,-1.14,4.98,"Arrighetti, Spencer",660670,681293,,ball,,,,,12,Ball,R,R,R,HOU,ATL,B,,,2,2,2024,1.45,0.38,1.9935133363139896,3.2209841873324354,,,,0,1,Top,,,,,,,4.34513817888578,-118.6631868481367,2.040729405707819,12.706267816153629,24.954378767164744,-29.258606030555576,3.34539924450149,1.50226831278782,,,,83.1,2664,7.5,746406,673237,547989,514888,608324,665161,676801,643289,663656,52.98,,,,,,,,1,5,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,74,-0.008,0.107,,,,-0.107,,0,0,0.503,0.497,24,26,24,27,1,0,5,1,9,1,3.07,-1.45,-1.45,20.9,,,,,
